entry_id,phrase_id,phrase_alt_raw,phrase_alt_norm,phrase_ru,raw_block
10926,1,баштап тарый (та- рыйын) сначала,баштап тарый (тарыйын) сначала,,баштап тарый (та- рыйын) сначала
11015,1,тегин де и так,тегин де и так,тегин де болзо обычно; тегин jерге зря,тегин де и так; те- гин де болзо обычно; тегин jерге зря
11052,1,лингв. нарицательное текши адалгыш существительное,лингв. нарицательное текши адалгыш существительное,,лингв. нарицательное текши адалгыш существительное
11099,1,темир јол железная доро- га,темир јол железная дорога,"Днепрди jараттай кӱчтери jеткенче ле темир jолдыҥ вокзалын кӧстӧп jӱгӱрдилер (Л. Кокышев) Ходили по берегу Днепра, разглядывая железнодорожный вокзал, пока сил хватало","темир јол железная доро- га; Днепрди jараттай кÿчтери jеткенче ле темир jолдыҥ вокзалын кöстöп jÿгÿрдилер (Л. Кокышев) Ходили по берегу Днепра, раз- глядывая железнодорожный вокзал, пока сил хватало"
11163,1,терезин сойор (букв. кожу сдирать) наказывать,терезин сойор (букв. кожу сдирать) наказывать,,терезин сойор (букв. кожу сдирать) наказывать
11344,1,алтын-тогус зоол. павлин,алтын-тогус зоол. павлин,,алтын-тогус зоол. павлин
11378,1,кара токпок бот. рогоз,кара токпок бот. рогоз,,кара токпок бот. рогоз
11379,1,"токпок jаак балагур, болтун","токпок jаак балагур, болтун",,"токпок jаак балагур, болтун"
11443,1,кызыл толык красный уголок,кызыл толык красный уголок,,кызыл толык красный уголок
11479,1,"тоҥ ӧткӱре слишком, чересчур","тоҥ ӧткӱре слишком, чересчур",тоҥ болбосто на худой конец,"тоҥ öткӱре слишком, чересчур; тоҥ болбосто на худой конец"
11487,1,тоҥжаан јӱгӱриш спорт. тоҥжанский бег,тоҥжаан јӱгӱриш спорт. тоҥжанский бег,,тоҥжаан јӱгӱриш спорт. тоҥжанский бег
11537,1,"Бука jокто торбок бий (Погов.) На безрыбье и рак рыба (букв. Когда нет быка, то и бычок","бука jокто торбок бий (погов.) на безрыбье и рак рыба (букв. когда нет быка, то и бычок",господин),"Бука jокто торбок бий (Погов.) На безрыбье и рак рыба (букв. Когда нет быка, то и бычок — госпо- дин)"
11636,1,тӧкпӧй-чачпай подробно,тӧкпӧй-чачпай подробно,"Олор [таш кезерлер] кижидий тил-оосту болгон болзо, ончозын тӧкпӧйчачпай куучындап берер эди… (Э. Тоюшев) Если бы они [каменные богатыри] умели раз- - проливая-не бросая) рассказали…","тöкпöй-чачпай подробно; Олор [таш кезерлер] кижидий тил-оосту болгон болзо, ончозын тöкпöй- чачпай куучындап берер эди… (Э. Тоюшев) Если бы они [каменные богатыри] умели раз- - проливая-не бросая) рассказали…"
11652,1,"тӧлӱге тӱжер задолжать, оказываться в долгу (букв. попасть в долг)","тӧлӱге тӱжер задолжать, оказываться в долгу (букв. попасть в долг)",,"тöлÿге тÿжер задолжать, оказываться в долгу (букв. попасть в долг)"
11667,1,"Jидирген тӧҥӧзӧк jажарар, Jиген jаак кугарар (Посл.) Объ- еденная кочка зазеленеет, Евшая щека по- бледнеет","jидирген тӧҥӧзӧк jажарар, jиген jаак кугарар (посл.) объеденная кочка зазеленеет, евшая щека побледнеет",,"Jидирген тöҥöзöк jажарар, Jиген jаак кугарар (Посл.) Объ- еденная кочка зазеленеет, Евшая щека по- бледнеет"
11710,1,Чуйдыҥ трагы Чуйский тракт,чуйдыҥ трагы чуйский тракт,,Чуйдыҥ трагы Чуйский тракт
11729,1,тудунар-кабынар немелер собир. утварь,тудунар-кабынар немелер собир. утварь,,тудунар-кабынар немелер собир. утварь
11742,1,"тужагын кезер путы резать (обряд, совершаемый в то время, когда ребё- нок начинает делать первые шаги, а также в его первый день рождения)","тужагын кезер путы резать (обряд, совершаемый в то время, когда ребёнок начинает делать первые шаги, а также в его первый день рождения)",,"тужагын кезер путы резать (обряд, совершаемый в то время, когда ребё- нок начинает делать первые шаги, а также в его первый день рождения)"
11765,1,оозын туй чабар заткнуть рот кому,оозын туй чабар заткнуть рот кому,,оозын туй чабар заткнуть рот кому
11766,1,туйгак-ӧлӧҥ бот. копытень европейский,туйгак-ӧлӧҥ бот. копытень европейский,,туйгак-öлöҥ бот. копытень европейский
11786,1,"туку бооро недавно, не так давно","туку бооро недавно, не так давно",туку качан давно; туку мында на днях,"туку бооро недавно, не так давно; туку качан давно; туку мында на днях"
11827,1,тунгак табыш лингв. глухой звук,тунгак табыш лингв. глухой звук,,тунгак табыш лингв. глухой звук
11865,1,туска барар (букв. пойти за солью) умереть,туска барар (букв. пойти за солью) умереть,,туска барар (букв. пойти за солью) умереть
11878,1,туткак оору мед. эпилепсия,туткак оору мед. эпилепсия,,туткак оору мед. эпилепсия
11907,1,Туулу Алтай Горный Алтай,туулу алтай горный алтай,,Туулу Алтай Горный Алтай
11938,1,бууры тӱгенер (букв. печень его иссякнет) тосковать,бууры тӱгенер (букв. печень его иссякнет) тосковать,,бууры тÿгенер (букв. печень его иссякнет) тосковать
11954,1,ачузын тӱжӱрер вымещать обиду,ачузын тӱжӱрер вымещать обиду,куда тӱжӱрер сватать,ачузын тÿжÿрер вымещать обиду; куда тÿжÿрер сватать
12060,1,тӱрген болуш ско- рая помощь,тӱрген болуш скорая помощь,,тÿрген болуш ско- рая помощь
12109,1,jурукка тӱжер фотогра- фироваться,jурукка тӱжер фотографироваться,,jурукка тÿжер фотогра- фироваться
12150,1,"jаш тыму начальный этап простуд- ных заболеваний, гриппа","jаш тыму начальный этап простудных заболеваний, гриппа",,"jаш тыму начальный этап простуд- ных заболеваний, гриппа"
12159,1,тынын алар (букв. жизнь брать) 1) спасать от смерти,тынын алар (букв. жизнь брать) 1) спасать от смерти,2) спасаться от смерти; 3) убивать,тынын алар (букв. жизнь брать) 1) спасать от смерти; 2) спасать- ся от смерти; 3) убивать
12208,1,"тырмактыҥ каразынча (букв. с грязь под ногтем) мало, чуть-чуть","тырмактыҥ каразынча (букв. с грязь под ногтем) мало, чуть-чуть",,"тырмактыҥ каразынча (букв. с грязь под ногтем) мало, чуть-чуть"
12324,1,"узак сананбай сразу, не колеблясь","узак сананбай сразу, не колеблясь",,"узак сананбай сразу, не колеблясь"
12330,1,"Узанары ус болор, уурда- нары уурчы болор (Посл.) Тот, кто мастерит, мастером станет, тот, кто ворует, вором станет","узанары ус болор, уурданары уурчы болор (посл.) тот, кто мастерит, мастером станет, тот, кто ворует, вором станет",,"Узанары ус болор, уурда- нары уурчы болор (Посл.) Тот, кто мастерит, мастером станет, тот, кто ворует, вором станет"
12343,1,Уй јыл Год Быка (букв. год коровы),уй јыл год быка (букв. год коровы),"уйдыҥ куйругын толгоор ухаживать за скотиной, ходить за скотиной","Уй јыл Год Быка (букв. год коровы); уйдыҥ куйругын толго- ор ухаживать за скотиной, ходить за скотиной"
12344,1,"уйа тартар, уйа салар вить гнездо","уйа тартар, уйа салар вить гнездо","уйа базар сидеть на яйцах, высиживать птенцов - гени кӧрӱнип турган (Л. Кокышев) Видно было, что и у немца силы ослабели; Ол кату ӧйлӧрдӧ мал да уйадай берген (И. Шодоев) В те трудные годы и скотина истощилась; 2) ухудшаться; Колхозтыҥ керектери чек уйадап барды (Д. Каинчин) Дела колхоза стали совсем ухудшаться","уйа тартар, уйа салар вить гнездо; уйа базар сидеть на яй- цах, высиживать птенцов - гени кӧрÿнип турган (Л. Кокышев) Видно было, что и у немца силы ослабели; Ол кату öйлöрдö мал да уйадай берген (И. Шодоев) В те трудные годы и скотина истощилась; 2) ухудшаться; Колхозтыҥ керектери чек уйадап барды (Д. Каинчин) Дела колхоза стали совсем ухудшаться"
12347,1,уйалар jӱс те jок бесстыжий,уйалар jӱс те jок бесстыжий,,уйалар jÿс те jок бесстыжий
12360,1,уйат јок бессовестный,уйат јок бессовестный,"Jалку кижи – jонго уйат, jалку уулчак – адазына уйат (Посл.) Ленивый человек – народу позор, ленивый мальчик – отцу позор","уйат јок бессовестный; Jалку кижи – jонго уйат, jалку уулчак – адазына уйат (Посл.) Ленивый человек – на- роду позор, ленивый мальчик – отцу позор"
12372,1,уйку јыга согот сон сбивает с ног,уйку јыга согот сон сбивает с ног,уйкуга бастырар погрузиться в сон; уйкудаҥ азар испытывать бессонницу; уйку аразында во сне,уйку јыга согот сон сбивает с ног; уйкуга бастырар погрузиться в сон; уйкудаҥ азар испытывать бессонницу; уйку аразында во сне
12379,1,"Иштеҥкейге кӱн кыска, уйкучы- га тӱн кыска (Посл.) Любящему работать день короткий, любящему спать ночь коротка","иштеҥкейге кӱн кыска, уйкучыга тӱн кыска (посл.) любящему работать день короткий, любящему спать ночь коротка",,"Иштеҥкейге кÿн кыска, уйкучы- га тÿн кыска (Посл.) Любящему работать день короткий, любящему спать ночь коротка"
12393,1,кулагы укпас глухой,кулагы укпас глухой,сӧс укпас непослушный,кулагы укпас глухой; сöс укпас непослушный
12396,1,укаа сӧс поучительное слово,укаа сӧс поучительное слово,,укаа сöс поучительное слово
12398,1,укаалу сӧс поучительное слово,укаалу сӧс поучительное слово,,укаалу сöс поучительное слово
12418,1,укташ члендер грам. однородные члены,укташ члендер грам. однородные члены,,укташ члендер грам. однородные члены
12457,1,улу тамыр аорта,улу тамыр аорта,Улу сӧстӧ уйат јок (Погов.) В великом слове неприличия нет,улу тамыр аорта; Улу сöстö уйат јок (Погов.) В великом слове неприличия нет
12467,1,Улуу Jыл Год Дракона,улуу jыл год дракона,,Улуу Jыл Год Дракона
12516,1,"оозына суу уруп алган- дый молчит, словно воды в рот набрал","оозына суу уруп алгандый молчит, словно воды в рот набрал",,"оозына суу уруп алган- дый молчит, словно воды в рот набрал"
12538,1,ус сабар указательный палец,ус сабар указательный палец,ус колдор умелые руки бот. дикий чеснок,ус сабар указательный палец; ус колдор умелые руки бот. дикий чеснок
12548,1,уткуул сӧс привет- ственное слово,уткуул сӧс приветственное слово,,уткуул сöс привет- ственное слово
12597,1,уурлай берер забеременеть,уурлай берер забеременеть,"Колы-буды уурлай берерде, ӧзӧк тӱшкен (А. Ередеев) Когда забеременела, спустилась в деревню (букв. в долину) - турган (Л. Кокышев) Работа становилась всё тяжелее; Оныҥ тегин де тӱреҥи јӱрӱми там ла ары уурланган (И. Шодоев) Его итак нищенская жизнь становилась ещё труднее","уурлай берер забеременеть; Колы-буды уурлай берерде, öзöк тÿшкен (А. Ередеев) Когда заберемене- ла, спустилась в деревню (букв. в долину) - турган (Л. Кокышев) Работа становилась всё тяжелее; Оныҥ тегин де тÿреҥи јÿрÿми там ла ары уурланган (И. Шодоев) Его итак ни- щенская жизнь становилась ещё труднее"
12619,1,арт учында в конце концов,арт учында в конце концов,"учы-бажы конец и начало (концы); учы-бажы јок без начала и конца; нет конца и края; учы-бажына јетире билер знать от начала до конца, знать досконально; учы-кыйузы јок конца и края нет, без конца и края; бесконечный; учы-учында в конце концов ки улетели; Jе эмди самолёт учат (Б. Укачин) Но теперь самолёт летает; Кымыскайдыҥ ӱч уулы, куркундары тыҥып, ӱч башка учкулай берген (К. Телесов) Трое сыновей Кымыскай, повзрослев (букв. крыльями окрепнув), разлетелись в три разные стороны; 2) перен. мчаться; ср. учурт- 2; Кайдаар учуп браадар? Куда мчитесь?","арт учында в конце концов; учы-бажы конец и начало (концы); учы-ба- жы јок без начала и конца; нет конца и края; учы-бажына јетире билер знать от начала до конца, знать досконально; учы-кыйузы јок конца и края нет, без конца и края; бес- конечный; учы-учында в конце концов ки улетели; Jе эмди самолёт учат (Б. Укачин) Но теперь самолёт летает; Кымыскайдыҥ ÿч уулы, куркундары тыҥып, ÿч башка учкулай берген (К. Телесов) Трое сыно- вей Кымыскай, повзрослев (букв. крыльями окрепнув), разлетелись в три разные сторо- ны; 2) перен. мчаться; ср. учурт- 2; Кайдаар учуп браадар? Куда мчитесь?"
12647,1,ээн учук сухожи- лие,ээн учук сухожилие,,ээн учук сухожи- лие
12711,1,"Кол ӱзӱш Разрывные цепи, Кованные цепи (ал- тайская народная игра)","кол ӱзӱш разрывные цепи, кованные цепи (алтайская народная игра)",,"Кол ÿзÿш Разрывные цепи, Кованные цепи (ал- тайская народная игра)"
12712,1,"Јаман да болзо, ӱйӱҥ болзын, јаман да болзо, кӧчӧҥ болзын (Погов.) Хоть и плохой, пусть свой дом будет, хоть и пло- хой, пусть свой суп перловый будет","јаман да болзо, ӱйӱҥ болзын, јаман да болзо, кӧчӧҥ болзын (погов.) хоть и плохой, пусть свой дом будет, хоть и плохой, пусть свой суп перловый будет",,"Јаман да болзо, ÿйÿҥ болзын, јаман да болзо, кöчöҥ болзын (Погов.) Хоть и плохой, пусть свой дом будет, хоть и пло- хой, пусть свой суп перловый будет"
12716,1,"Ӱрӱп чыгар ийди јок, Ӱйген сугар ады јок (Погов.) Нет [у него] собаки, которая залаяла бы, Нет [у него] коня, которого взнуз- дал бы","ӱрӱп чыгар ийди јок, ӱйген сугар ады јок (погов.) нет [у него] собаки, которая залаяла бы, нет [у него] коня, которого взнуздал бы",,"Ӱрÿп чыгар ийди јок, Ӱйген сугар ады јок (Погов.) Нет [у него] собаки, которая залаяла бы, Нет [у него] коня, которого взнуз- дал бы"
12735,1,ӱйелӱ-ӧлӧҥ бот. хвощ болотный,ӱйелӱ-ӧлӧҥ бот. хвощ болотный,"ср. кыбырт, кыргыс; ӱйенеҥ ӱйеге из поколения в поколение; ӱйе-ӱйезиле поколениями","ÿйелÿ-öлöҥ бот. хвощ болотный; ср. кыбырт, кыргыс; ÿйенеҥ ÿйеге из поколения в поколение; ÿйе-ÿйезиле поколениями"
12761,1,"Ӱлгӱзи јок кеп кеспес, Ӱлгери јок сӧс айтпас (Погов.) Без выкройки одежду не кроят, Без мудрого слова речь не ведут","ӱлгӱзи јок кеп кеспес, ӱлгери јок сӧс айтпас (погов.) без выкройки одежду не кроят, без мудрого слова речь не ведут",,"Ӱлгÿзи јок кеп кеспес, Ӱлгери јок сöс айтпас (Погов.) Без выкройки одежду не кроят, Без мудрого слова речь не ведут"
12765,1,"Ӱлгӱ болзо бир кезиш, Ӱлгӱ јоктоҥ муҥ кезиш (Погов.) Если есть выкройка","ӱлгӱ болзо бир кезиш, ӱлгӱ јоктоҥ муҥ кезиш (погов.) если есть выкройка","один отрез, нет выкройки – тысяча отрезов","Ӱлгÿ болзо бир кезиш, Ӱлгÿ јоктоҥ муҥ кезиш (Погов.) Если есть выкройка – один отрез, нет выкройки – тыся- ча отрезов"
12780,1,Ӱлешкени,ӱлешкени,"ӱстӱ (Погов.) То, чем поделились – жирное (о том, что нужно делиться)","Ӱлешкени – ÿстÿ (Погов.) То, чем поделились – жирное (о том, что нужно делиться)"
12787,1,"ӱлмей ӧлӧҥ трава, путающая ноги","ӱлмей ӧлӧҥ трава, путающая ноги",,"ӱлмей öлöҥ трава, путающая ноги"
12793,1,"ӱлӱзин берер показать, где раки зимуют","ӱлӱзин берер показать, где раки зимуют",,"ÿлÿзин берер показать, где раки зимуют"
12802,1,ӱндӱ табыш лингв. глас- ный звук,ӱндӱ табыш лингв. гласный звук,бар јок ӱнле во весь голос; ӱнин кӧдӱрер повышать голос,ӱндӱ табыш лингв. глас- ный звук; бар јок ÿнле во весь голос; ÿнин кӧдÿрер повышать голос
12806,1,ӱнгӱр туйук табыш лингв. звонкий согласный звук,ӱнгӱр туйук табыш лингв. звонкий согласный звук,,ӱнгӱр туйук табыш лингв. звонкий согласный звук
12809,1,ӱндӱ табыш лингв. гласный звук,ӱндӱ табыш лингв. гласный звук,,ӱндӱ табыш лингв. гласный звук
12814,1,"Ӱйген сугар ады jок, ӱрӱп чыгар ийди jок (Погов.) Нет у него коня, чтобы на- деть узду, нет у него собаки, чтобы лаяла","ӱйген сугар ады jок, ӱрӱп чыгар ийди jок (погов.) нет у него коня, чтобы надеть узду, нет у него собаки, чтобы лаяла",,"Ӱйген сугар ады jок, ӱрӱп чыгар ийди jок (Погов.) Нет у него коня, чтобы на- деть узду, нет у него собаки, чтобы лаяла"
12831,1,Ӱредӱ кижиге jол ачат (Погов.) Учёба человеку открывает путь,ӱредӱ кижиге jол ачат (погов.) учёба человеку открывает путь,,Ӱредӱ кижиге jол ачат (Погов.) Учёба человеку открывает путь
12839,1,ач-ӱрен дети,ач-ӱрен дети,"Ачу ашка jӱткибе, Ач-ӱрениҥ аштап jӱрер (Погов.) Не стремись к спиртному, дети твои голодными будут; Агаш ӱренинеҥ танылар, кижи дезе ижиле (Погов.) Дерево узнаётся по плодам, а человек – по делам; Албатыныҥ ӱрени тӱгенбес (Погов.) Семя у народа не иссякнет","ач-ӱрен дети; Ачу ашка jӱткибе, Ач-ӱрениҥ аштап jӱрер (Погов.) Не стремись к спиртному, дети твои голодны- ми будут; Агаш ӱренинеҥ танылар, кижи дезе ижиле (Погов.) Дерево узнаётся по плодам, а человек – по делам; Албатыныҥ ӱрени тӱгенбес (Погов.) Семя у народа не ис- сякнет"
12840,1,"Киженге ат ӱренип jат, кижиге кижи ӱренип jат (Погов.) Конь к путам привыкает, человек к человеку при- выкает","киженге ат ӱренип jат, кижиге кижи ӱренип jат (погов.) конь к путам привыкает, человек к человеку привыкает",,"Киженге ат ӱренип jат, кижиге кижи ӱренип jат (Погов.) Конь к путам привыкает, человек к человеку при- выкает"
12857,1,"Ӱркенедеҥ балык бӱдер, ӱреннеҥ ӧзӱм ӧзӧр (Погов.) Из икры рыба рождается, из се- мени растение растёт","ӱркенедеҥ балык бӱдер, ӱреннеҥ ӧзӱм ӧзӧр (погов.) из икры рыба рождается, из семени растение растёт",,"Ӱркенедеҥ балык бӱдер, ӱреннеҥ öзӱм öзöр (Погов.) Из икры рыба рождается, из се- мени растение растёт"
12860,1,Ӱркиген аҥ ыраак маҥтаар (Погов.) Испугавшийся зверь далеко бежит,ӱркиген аҥ ыраак маҥтаар (погов.) испугавшийся зверь далеко бежит,,Ӱркиген аҥ ыраак маҥтаар (Погов.) Испугавшийся зверь далеко бежит
12872,1,"Мал азыраганныҥ оозы ӱстӱ, бала азыраганныҥ бууры jылу (По- гов.) Кто скот вырастил, у того рот в масле, кто ребёнка вырастил","мал азыраганныҥ оозы ӱстӱ, бала азыраганныҥ бууры jылу (погов.) кто скот вырастил, у того рот в масле, кто ребёнка вырастил",у того душа добрая (букв. печень тёплая),"Мал азыраганныҥ оозы ӱстӱ, бала азыраганныҥ бууры jылу (По- гов.) Кто скот вырастил, у того рот в масле, кто ребёнка вырастил – у того душа добрая (букв. печень тёплая)"
12873,1,тыны ӱзӱлер умереть,тыны ӱзӱлер умереть,,тыны ӱзӱлер умереть
12891,1,Ӱӱрлӱ jӱргендер ӱркибес (По- гов.) Стадом ходящие не испугаются,ӱӱрлӱ jӱргендер ӱркибес (погов.) стадом ходящие не испугаются,"Ӱӱрдеҥ jарылган мал бӧрӱге jем (Погов.) Скот, от стада отбившийся – волку добыча","Ӱӱрлӱ jӱргендер ӱркибес (По- гов.) Стадом ходящие не испугаются; Ӱӱрдеҥ jарылган мал бöрӱге jем (Погов.) Скот, от стада отбившийся – волку добыча"
12901,1,ӱч тӱшке кирбес и подумать не мог (букв. в три сна не приходить),ӱч тӱшке кирбес и подумать не мог (букв. в три сна не приходить),,ӱч тӱшке кирбес и подумать не мог (букв. в три сна не приходить)
13162,1,"Чаган айда чагана тоҥор, кочкор айда кочкорлор сӱӱнер (По- гов.) В январе смола замерзает, в феврале ди- кие бараны радуются","чаган айда чагана тоҥор, кочкор айда кочкорлор сӱӱнер (погов.) в январе смола замерзает, в феврале дикие бараны радуются",,"Чаган айда чагана тоҥор, кочкор айда кочкорлор сÿÿнер (По- гов.) В январе смола замерзает, в феврале ди- кие бараны радуются"
13186,1,чайдыҥ бажы первая чаша с чаем,чайдыҥ бажы первая чаша с чаем,"чай азым (кайнам, кайнадым) время, равное одной варке чая","чайдыҥ бажы первая чаша с чаем; чай азым (кайнам, кай- надым) время, равное одной варке чая"
13190,1,"Балыктап билбес болзоҥ, суу чайбалтпа (Посл.) Если не умеешь рыбачить, воду не расплёскивай","балыктап билбес болзоҥ, суу чайбалтпа (посл.) если не умеешь рыбачить, воду не расплёскивай",,"Балыктап билбес болзоҥ, суу чайбалтпа (Посл.) Если не умеешь рыбачить, воду не расплёскивай"
13231,1,jиит чак молодость,jиит чак молодость,"карыыр чак старость; чактыҥ учы конец света; чактаҥ чакка из века в век, испокон веков","jиит чак молодость; карыыр чак старость; чактыҥ учы конец света; чактаҥ чакка из века в век, испокон веков"
13232,1,насто- тирӱ чак ящее бедствие,настотирӱ чак ящее бедствие,,насто- тирӱ чак ящее бедствие
13233,1,чагы чыгар 1) обессилеть,чагы чыгар 1) обессилеть,"2) заболеть; чагы кирер поправиться, выздороветь; чак 1) слабый, обессилевший; 2) беременная јок (женщина)","чагы чыгар 1) обессилеть; 2) заболеть; чагы кирер поправиться, выздороветь; чак 1) слабый, обессилевший; 2) беременная јок (женщина)"
13250,1,чак- пыга тӱжер попасть в капкан,чакпыга тӱжер попасть в капкан,,чак- пыга тÿжер попасть в капкан
13282,1,"Чакту кижиниҥ колы тыҥ, сагышту кижиниҥ санаазы кӧп (Погов.) У сильного человека руки крепкие, у умного человека ума много","чакту кижиниҥ колы тыҥ, сагышту кижиниҥ санаазы кӧп (погов.) у сильного человека руки крепкие, у умного человека ума много",,"Чакту кижиниҥ колы тыҥ, сагышту кижиниҥ санаазы кöп (Погов.) У сильного человека руки крепкие, у умного человека ума много"
13324,1,"Чалчыктыҥ чамчазы jыртык, аракычыныҥ арказы ачык (Погов.) У бу- яна рубашка рваная, у пьяницы спина голая","чалчыктыҥ чамчазы jыртык, аракычыныҥ арказы ачык (погов.) у буяна рубашка рваная, у пьяницы спина голая",,"Чалчыктыҥ чамчазы jыртык, аракычыныҥ арказы ачык (Погов.) У бу- яна рубашка рваная, у пьяницы спина голая"
13337,1,чалык оору мед. горячка,чалык оору мед. горячка,,чалык оору мед. горячка
13361,1,"Карган койлу кой ӱркибес, карганду jурт чамылбас (Погов.) Отара овец со старой овцой не будет пугать- ся, дом со старым человеком не разрушится","карган койлу кой ӱркибес, карганду jурт чамылбас (погов.) отара овец со старой овцой не будет пугаться, дом со старым человеком не разрушится",,"Карган койлу кой ÿркибес, карганду jурт чамылбас (Погов.) Отара овец со старой овцой не будет пугать- ся, дом со старым человеком не разрушится"
13369,1,"Јакшы эрдиҥ сӧӧги — јуу јеринде, јакшы аттыҥ сӧӧги — чан јеринде (Погов.) Остан- ки доброго молодца — на поле брани, кости доброго коня — на месте, усеянном костями сани","јакшы эрдиҥ сӧӧги — јуу јеринде, јакшы аттыҥ сӧӧги — чан јеринде (погов.) останки доброго молодца — на поле брани, кости доброго коня — на месте, усеянном костями сани",2. санный; чанак јол санный путь;,"Јакшы эрдиҥ сӧӧги — јуу јеринде, јакшы аттыҥ сӧӧги — чан јеринде (Погов.) Остан- ки доброго молодца — на поле брани, кости доброго коня — на месте, усеянном костями сани; 2. санный; чанак јол санный путь;"
13369,2,Чанагы кандый,чанагы кандый,"ээзи ондый (Посл.) Какие сани, такой и хозяин","Чанагы кандый — ээзи ондый (Посл.) Ка- кие сани, такой и хозяин"
13420,1,"Jаактуга айттырба, jарындуга чаптырба (Погов.) Зубастому не дай себя оскорбить, плечистому не дай себя побить","jаактуга айттырба, jарындуга чаптырба (погов.) зубастому не дай себя оскорбить, плечистому не дай себя побить",,"Jаактуга айттырба, jарындуга чаптырба (Погов.) Зубастому не дай себя оскорбить, плечистому не дай себя побить"
13422,1,чап- тыргалу мылтык кремниевое ружьё,чаптыргалу мылтык кремниевое ружьё,,чап- тыргалу мылтык кремниевое ружьё
13435,1,Калбакла jууза,калбакла jууза,"кап толор, чаракла jууза — кош болор (Погов.) Если ложкой собирать — сума наполнится, если по зёрнышку собирать — тюк будет","Калбакла jууза — кап толор, чаракла jууза — кош болор (Погов.) Если ложкой со- бирать — сума наполнится, если по зёрныш- ку собирать — тюк будет"
13456,1,ойгоно чарчаар резко про- снуться,ойгоно чарчаар резко проснуться,,ойгоно чарчаар резко про- снуться
13485,1,чат болбос ничего не получится,чат болбос ничего не получится,,чат болбос ничего не получится
13486,1,чат-мат неме болбос ничего не получится,чат-мат неме болбос ничего не получится,,чат-мат неме болбос ничего не получится
13503,1,чач ӧрӱш сва- дебный обряд заплетания двух кос у невесты (две косы у женщины,чач ӧрӱш свадебный обряд заплетания двух кос у невесты (две косы у женщины,признак замужества),чач ӧрӱш сва- дебный обряд заплетания двух кос у невесты (две косы у женщины — признак замуже- ства)
13506,1,"Торко чачак толголчооҥ, кеден учук кертилчееҥ (Погов.) Шёлковая кисть лег- ко закручивается (букв. закручивающаяся), льняная нить легко рвётся (букв. рвущаяся)","торко чачак толголчооҥ, кеден учук кертилчееҥ (погов.) шёлковая кисть легко закручивается (букв. закручивающаяся), льняная нить легко рвётся (букв. рвущаяся)",,"Торко чачак толголчооҥ, кеден учук кертилчееҥ (Погов.) Шёлковая кисть лег- ко закручивается (букв. закручивающаяся), льняная нить легко рвётся (букв. рвущаяся)"
13525,1,Айгыры jок мал чачылчаҥ (Погов.) Та- бун без жеребца легко разбредается (букв. разбредающийся),айгыры jок мал чачылчаҥ (погов.) табун без жеребца легко разбредается (букв. разбредающийся),,Айгыры jок мал чачылчаҥ (Погов.) Та- бун без жеребца легко разбредается (букв. разбредающийся)
13543,1,Эрдиҥ jаман jалкузын чеденинеҥ билерим (Погов.) Ленивого мужчину узнаю по ограде,эрдиҥ jаман jалкузын чеденинеҥ билерим (погов.) ленивого мужчину узнаю по ограде,,Эрдиҥ jаман jалкузын чеденинеҥ билерим (Погов.) Ленивого мужчину узнаю по ограде
13655,1,черт сӧс клятва,черт сӧс клятва,,черт сöс клятва
13686,1,кинчегин чечер отпускать грехи,кинчегин чечер отпускать грехи,кинчеги чечилер отпустятся грехи,кинчегин чечер отпускать грехи; кинчеги чечилер отпустят- ся грехи
13688,1,кой-чечек подснеж- ник,кой-чечек подснежник,ай-чечек стародубка; кӱн-чечек огоньки; коҥо-чечек колокольчик,кой-чечек подснеж- ник; ай-чечек стародубка; кÿн-чечек огонь- ки; коҥо-чечек колокольчик
13697,1,"Семис малдыҥ тери ачу, чечен кижиниҥ тили ачу (Погов.) У жирной скотины пот едкий, у красноречи- вого человека язык острый","семис малдыҥ тери ачу, чечен кижиниҥ тили ачу (погов.) у жирной скотины пот едкий, у красноречивого человека язык острый",,"Семис малдыҥ тери ачу, чечен кижиниҥ тили ачу (Погов.) У жирной скотины пот едкий, у красноречи- вого человека язык острый"
13700,1,"Челдӱ эт тишке кысталар, че- черкек кижи сӧскӧ кысталар (Погов.) Жи- листое мясо в зубах застрянет, острослов в словах запутается","челдӱ эт тишке кысталар, чечеркек кижи сӧскӧ кысталар (погов.) жилистое мясо в зубах застрянет, острослов в словах запутается",,"Челдÿ эт тишке кысталар, че- черкек кижи сöскö кысталар (Погов.) Жи- листое мясо в зубах застрянет, острослов в словах запутается"
13704,1,тили чечилген язык развязался,тили чечилген язык развязался,,тили чечилген язык развязался
13762,1,чике куучын-эрмек лингв. прямая речь,чике куучын-эрмек лингв. прямая речь,,чике куучын-эрмек лингв. прямая речь
13776,1,кара-чилен чёрный аист,кара-чилен чёрный аист,,кара-чилен чёрный аист
13793,1,чине jок 1) обесси- леный,чине jок 1) обессиленый,2) беременная женщина,чине jок 1) обесси- леный; 2) беременная женщина
13802,1,чирей тебинер 1) наотрез отказаться,чирей тебинер 1) наотрез отказаться,2) умереть,чирей тебинер 1) наотрез отказаться; 2) умереть
13809,1,"Кижиге берген буу чирибес (Погов.) Верёвка, отданная че- ловеку, не сгниёт","кижиге берген буу чирибес (погов.) верёвка, отданная человеку, не сгниёт",,"Кижиге берген буу чирибес (Погов.) Верёвка, отданная че- ловеку, не сгниёт"
